Identificador do Imóvel;Classe do Edifício;Zoneamento;Frente do Lote;Área Total do Lote;Tipo de Rua;Tipo de Viela;Formato do Lote;Nivelamento do Terreno;Tipo de Utilidades;Configuração do Lote;Inclinação do Terreno;Bairro;Condição Principal;Condição Secundária;Tipo de Construção;Estilo da Casa;Qualidade Geral;Condição Geral;Ano de Construção;Ano da Última Reforma;Tipo de Telhado;Material do Telhado;Revestimento Externo 1;Revestimento Externo 2;Tipo de Alvenaria;Área de Alvenaria;Qualidade dos Materiais Externos;Condição dos Materiais Externos;Fundação;Qualidade do Porão;Condição do Porão;Exposição do Porão;Acabamento do Porão 1;Área Acabada do Porão 1;Acabamento do Porão 2;Área Acabada do Porão 2;Área Não Acabada do Porão;Área Total do Porão;Tipo de Aquecimento;Qualidade do Aquecimento;Ar-Condicionado Central;Sistema Elétrico;Área do Primeiro Andar;Área do Segundo Andar;Área de Baixa Qualidade;Área Útil Acima do Solo;Banheiros Completos no Porão;Lavabos no Porão;Banheiros Completos Acima do Solo;Lavabos Acima do Solo;Quartos Acima do Porão;Número de Cozinhas;Qualidade da Cozinha;Total de Cômodos Acima do Solo;Funcionalidade da Casa;Número de Lareiras;Qualidade da Lareira;Tipo de Garagem;Ano da Construção da Garagem;Acabamento Interno da Garagem;Capacidade da Garagem;Área da Garagem;Qualidade da Garagem;Condição da Garagem;Entrada Pavimentada;Área do Deck de Madeira;Área da Varanda Aberta;Área da Varanda Fechada;Área da Varanda de Três Estações;Área da Varanda Telada;Área da Piscina;Qualidade da Piscina;Tipo de Cerca;Característica Extra;Valor de Características Extras;Mês da Venda;Ano da Venda;Tipo de Venda;Condição da Venda;Preço de Venda
1230;80;Residencial (Baixa Dens.);70;7910;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;SLvl;5;5;1960;1960;Quatro Águas;Asfalto;BrkFace;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;666;Sem Acabamento;0;409;1075;Gás Forçado;Boa;Sim;Disjuntor;1507;0;0;1507;0;0;2;0;4;1;Média;7;Grande Ajuste;0;;Subsolo;1960;Sem Acabamento;1;404;Média;Média;Sim;0;0;0;0;0;0;;Madeira Boa;;0;8;2008;Venda Direta;Normal;127000
1231;90;Residencial (Baixa Dens.);;18890;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Sawyer;Próximo a Via Alimentadora;RRAe;Duplex;Mezanino Finalizado;5;5;1977;1977;Shed;Asfalto;Plywood;Plywood;Nenhum;1;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Alto Acabamento;498;Sala de Recreação;211;652;1361;Gás Forçado;Excelente;Sim;Disjuntor;1361;1259;0;2620;0;0;2;2;4;2;Média;12;Típica;1;Média;Embutida;1977;Rústico;2;600;Média;Média;Não;155;24;145;0;0;0;;;Segunda Garagem;8300;8;2007;Venda Direta;Normal;190000
1232;90;Residencial (Baixa Dens.);70;7728;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Duplex;SLvl;5;6;1962;1962;Quatro Águas;Asfalto;Wd Sdng;Wd Sdng;Tijolo;120;Média;Média;Blocos de Concreto;Média;Média;Média;Bom Acabamento;803;Sem Acabamento;0;303;1106;Gás Forçado;Média;Sim;Disjuntor;1190;0;0;1190;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1962;Sem Acabamento;2;540;Média;Média;Sim;0;18;0;0;0;0;;Madeira Boa;;0;5;2006;Venda Direta;Normal;132500
1233;90;Residencial (Baixa Dens.);70;9842;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Dupla;Suave;NAmes;Normal;Normal;Duplex;Térrea;4;5;1962;1962;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Laje;;;;;0;;0;0;0;Gás Forçado;Média;Sim;Disjuntor;1224;0;0;1224;0;0;2;0;2;2;Média;6;Típica;0;;Estacionamento;1962;Sem Acabamento;2;462;Média;Média;Sim;0;0;0;0;0;0;;;;0;3;2007;Venda Direta;Normal;101800
1234;20;Residencial (Baixa Dens.);;12160;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;5;1959;1959;Quatro Águas;Asfalto;Plywood;Plywood;Tijolo;180;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;1000;Sem Acabamento;0;188;1188;Gás Forçado;Fraca;Sim;Disjuntor;1188;0;0;1188;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1959;Rústico;2;531;Média;Média;Sim;0;0;0;0;0;0;;Média Privativa;;0;5;2010;Venda Judicial;Anormal;142000
1235;70;Residencial (Alta Dens.);55;8525;Pavimentada;Sem Acesso;Regular;Levemente Inclinado;Todas Disponíveis;Interno;Suave;SWISU;Normal;Normal;Casa Individual;Sobrado;5;6;1911;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Concreto;Média;Média;Média;Sem Acabamento;0;Sem Acabamento;0;940;940;Gás Forçado;Média;Não;Fusível Alto;1024;940;0;1964;0;0;1;1;4;1;Média;7;Típica;0;;;;;0;0;;;Não;0;192;0;0;0;0;;;;0;11;2008;Venda Direta;Anormal;130000
1236;70;Residencial (Baixa Dens.);96;13132;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Crawfor;Normal;Normal;Casa Individual;Sobrado;5;5;1914;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Tijolo;Boa;Média;Mínima;Sem Acabamento;0;Sem Acabamento;0;747;747;Gás Forçado;Boa;Sim;Fusível Médio;892;892;0;1784;0;0;1;1;4;1;Média;9;Típica;0;;Separada;1914;Sem Acabamento;1;180;Fraca;Fraca;Não;203;40;0;0;0;0;;;;0;7;2006;Venda Direta;Normal;138887
1237;160;Residencial (Baixa Dens.);36;2628;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Geminada;Sobrado;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;Wd Shng;Pedra;106;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;764;764;Gás Forçado;Excelente;Sim;Disjuntor;764;862;0;1626;0;0;2;1;2;1;Boa;6;Típica;0;;Embutida;2003;Rústico;2;474;Média;Média;Sim;0;27;0;0;0;0;;;;0;6;2010;Venda Direta;Normal;175500
1238;60;Residencial (Baixa Dens.);41;12393;Pavimentada;Sem Acesso;Moderadamente Irregular;Plano;Todas Disponíveis;Frente Dupla;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;2004;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;847;847;Gás Forçado;Excelente;Sim;Disjuntor;847;1101;0;1948;0;0;2;1;4;1;Boa;8;Típica;1;Boa;Embutida;2004;Acabado;2;434;Média;Média;Sim;100;48;0;0;0;0;;;;0;9;2006;Venda Direta;Normal;195000
1239;20;Residencial (Baixa Dens.);63;13072;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;SawyerW;Ferrovia (Afastado);Normal;Casa Individual;Térrea;6;5;2005;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1141;1141;Gás Forçado;Excelente;Sim;Disjuntor;1141;0;0;1141;0;0;1;1;3;1;Média;6;Típica;0;;Separada;2005;Sem Acabamento;2;484;Média;Média;Sim;0;0;0;0;0;0;;;;0;3;2006;Venda Direta;Anormal;142500
1240;20;Residencial (Baixa Dens.);64;9037;Pavimentada;Sem Acesso;Leve Irregular;Alto;Todas Disponíveis;Interno;Suave;Timber;Normal;Normal;Casa Individual;Térrea;8;5;2006;2006;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;32;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;428;Sem Acabamento;0;1048;1476;Gás Forçado;Excelente;Sim;Disjuntor;1484;0;0;1484;0;0;2;0;2;1;Excelente;6;Típica;1;Boa;Anexada;2006;Rústico;2;472;Média;Média;Sim;120;33;0;0;0;0;;;;0;12;2007;Venda Direta;Normal;265900
1241;60;Residencial (Baixa Dens.);65;8158;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;252;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;550;Sem Acabamento;0;334;884;Gás Forçado;Excelente;Sim;Disjuntor;884;884;0;1768;1;0;2;1;3;1;Boa;8;Típica;0;;Anexada;2003;Rústico;2;543;Média;Média;Sim;0;63;0;0;0;0;;;;0;7;2008;Venda Direta;Normal;224900
1242;20;Residencial (Baixa Dens.);83;9849;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Térrea;7;6;2007;2007;Quatro Águas;Asfalto;VinylSd;VinylSd;Pedra;0;Boa;Média;Concreto;Boa;Média;Média;Sem Acabamento;0;Sem Acabamento;0;1689;1689;Gás Forçado;Excelente;Sim;Disjuntor;1689;0;0;1689;0;0;2;0;3;1;Boa;7;Típica;0;;Anexada;2007;Rústico;3;954;Média;Média;Sim;0;56;0;0;0;0;;;;0;6;2007;Nova;Parcial;248328
1243;85;Residencial (Baixa Dens.);85;10625;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Normal;Normal;Casa Individual;SFoyer;7;6;1974;1974;Duas Águas;Asfalto;Plywood;Plywood;Tijolo;81;Média;Média;Blocos de Concreto;Boa;Média;Boa;Alto Acabamento;885;Baixo Acabamento;168;0;1053;Gás Forçado;Média;Sim;Disjuntor;1173;0;0;1173;1;0;2;0;3;1;Boa;6;Típica;2;Média;Anexada;1974;Rústico;2;528;Média;Média;Sim;0;120;0;0;0;0;;Média Privativa;;0;1;2010;Venda Direta;Venda entre Família;170000
1244;20;Residencial (Baixa Dens.);107;13891;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Casa Individual;Térrea;10;5;2006;2006;Duas Águas;Asfalto;VinylSd;VinylSd;;;Excelente;Média;Concreto;Excelente;Boa;Boa;Alto Acabamento;1386;Sem Acabamento;0;690;2076;Gás Forçado;Excelente;Sim;Disjuntor;2076;0;0;2076;1;0;2;1;2;1;Excelente;7;Típica;1;Boa;Anexada;2006;Acabado;3;850;Média;Média;Sim;216;229;0;0;0;0;;;;0;9;2006;Nova;Parcial;465000
1245;70;Residencial (Baixa Dens.);;11435;Pavimentada;Sem Acesso;Leve Irregular;Alto;Todas Disponíveis;Esquina;Moderada;Crawfor;Normal;Normal;Casa Individual;Sobrado;8;7;1929;1950;Duas Águas;Asfalto;BrkFace;Stucco;Nenhum;0;Média;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;792;792;Gás Forçado;Fraca;Sim;Disjuntor;792;725;0;1517;0;0;1;0;3;1;Boa;7;Típica;2;Boa;Separada;1931;Sem Acabamento;2;400;Média;Média;Sim;0;0;0;0;0;0;;;;0;6;2006;Venda Direta;Normal;230000
1246;80;Residencial (Baixa Dens.);78;12090;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Normal;Normal;Casa Individual;SLvl;6;7;1984;2003;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;74;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;585;585;Gás Forçado;Excelente;Sim;Disjuntor;1140;728;0;1868;0;0;3;1;3;1;Média;7;Típica;1;Média;Embutida;1984;Acabado;2;477;Média;Média;Sim;268;112;0;0;147;0;;;;0;1;2007;Venda Direta;Anormal;178000
1247;60;Vila Planejada;65;8125;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Sobrado;7;5;2005;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;756;756;Gás Forçado;Excelente;Sim;Disjuntor;756;797;0;1553;0;0;2;1;3;1;Boa;6;Típica;0;;Anexada;2005;Rústico;2;615;Média;Média;Sim;0;45;0;0;0;0;;;;0;3;2006;Nova;Parcial;186500
1248;80;Residencial (Baixa Dens.);;12328;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Mitchel;Normal;Normal;Casa Individual;SLvl;6;5;1976;1976;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;335;Média;Média;Blocos de Concreto;Média;Média;Média;Alto Acabamento;539;Sem Acabamento;0;473;1012;Gás Forçado;Média;Sim;Disjuntor;1034;0;0;1034;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1976;Sem Acabamento;3;888;Média;Média;Sim;0;0;0;0;0;0;;;;0;5;2010;Venda Direta;Normal;169900
1249;75;Residencial (Média Dens.);60;9600;Pavimentada;Cascalho;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa Individual;2.5Unf;6;5;1917;1950;Duas Águas;Asfalto;AsbShng;AsbShng;Nenhum;0;Média;Média;Tijolo;Boa;Média;Nenhuma;Sala de Recreação;319;Sem Acabamento;0;416;735;Outro;Fraca;Não;Disjuntor;1134;924;0;2058;0;0;1;1;3;1;Média;8;Típica;1;Boa;Separada;1950;Sem Acabamento;2;396;Fraca;Fraca;Parcial;0;0;259;0;0;0;;;;0;4;2008;Venda Direta;Normal;129500
1250;20;Residencial (Baixa Dens.);60;7200;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;7;1950;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;534;Sala de Recreação;96;246;876;Gás Forçado;Média;Sim;Disjuntor;988;0;0;988;0;0;1;0;3;1;Média;6;Típica;0;;Anexada;1950;Sem Acabamento;1;276;Média;Média;Sim;0;80;0;0;0;0;;;;0;5;2007;Venda Direta;Normal;119000
1251;20;Residencial (Baixa Dens.);93;11160;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;7;5;1968;1968;Quatro Águas;Asfalto;BrkFace;BrkFace;Nenhum;0;Boa;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;1065;Sem Acabamento;0;1045;2110;Gás Forçado;Excelente;Sim;Disjuntor;2110;0;0;2110;1;0;2;1;3;1;Excelente;8;Típica;2;Média;Anexada;1968;Acabado;2;522;Média;Média;Sim;0;0;0;0;0;0;;;;0;4;2010;Venda Direta;Normal;244000
1252;120;Residencial (Baixa Dens.);;3136;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;NridgHt;Normal;Normal;Geminada (Extremidade);Térrea;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;Wd Shng;Pedra;163;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1405;1405;Gás Forçado;Excelente;Sim;Disjuntor;1405;0;0;1405;0;0;2;0;2;1;Boa;6;Típica;1;Boa;Anexada;2003;Rústico;2;478;Média;Média;Sim;148;36;0;0;0;0;;;;0;3;2006;Venda Direta;Normal;171750
1253;20;Residencial (Baixa Dens.);62;9858;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Mitchel;Normal;Normal;Casa Individual;Térrea;5;6;1968;1968;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;510;Sem Acabamento;0;354;864;Gás Forçado;Média;Sim;Disjuntor;874;0;0;874;1;0;1;0;3;1;Média;5;Típica;0;;Anexada;1968;Rústico;1;288;Média;Média;Sim;33;0;0;0;0;0;;Madeira Boa;Galpão;600;11;2009;Venda Direta;Normal;130000
1254;60;Residencial (Baixa Dens.);;17542;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Veenker;Normal;Normal;Casa Individual;Sobrado;7;7;1974;2003;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Boa;Média;Blocos de Concreto;Média;Média;Boa;Baixo Acabamento;125;Bom Acabamento;1031;36;1192;Gás Forçado;Média;Sim;Disjuntor;1516;651;0;2167;1;0;2;1;3;1;Boa;9;Típica;2;Boa;Anexada;1974;Rústico;2;518;Média;Média;Sim;220;47;0;0;0;0;;Média Privativa;;0;7;2007;Venda Direta;Normal;294000
1255;60;Residencial (Baixa Dens.);60;6931;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Casa Individual;Sobrado;7;5;2003;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;92;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;746;746;Gás Forçado;Excelente;Sim;Disjuntor;760;896;0;1656;0;0;2;1;3;1;Boa;7;Típica;1;Boa;Embutida;2003;Acabado;2;397;Média;Média;Sim;178;128;0;0;0;0;;;;0;7;2008;Venda Direta;Normal;165400
1256;50;Residencial (Média Dens.);52;6240;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrkSide;Normal;Normal;Casa Individual;Mezanino Finalizado;6;6;1931;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Tijolo;Média;Fraca;Nenhuma;Baixo Acabamento;425;Sem Acabamento;0;459;884;Gás Forçado;Média;Sim;Fusível Alto;959;408;0;1367;0;0;1;0;3;1;Média;6;Típica;1;Boa;Separada;1978;Sem Acabamento;1;560;Média;Média;Sim;0;0;0;0;120;0;;;;0;11;2007;Venda Direta;Normal;127500
1257;20;Residencial (Baixa Dens.);91;14303;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;NoRidge;Normal;Normal;Casa Individual;Térrea;8;5;1994;1994;Quatro Águas;Asfalto;HdBoard;HdBoard;Tijolo;554;Boa;Média;Concreto;Boa;Média;Boa;Alto Acabamento;1314;Sem Acabamento;0;672;1986;Gás Forçado;Excelente;Sim;Disjuntor;1987;0;0;1987;1;0;2;0;2;1;Boa;7;Típica;1;Média;Anexada;1994;Acabado;2;691;Média;Média;Sim;262;36;0;0;0;0;;;;0;8;2008;Venda Direta;Normal;301500
1258;30;Residencial (Baixa Dens.);56;4060;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;Edwards;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;5;8;1922;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Concreto;Fraca;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;864;864;Gás Forçado;Excelente;Sim;Disjuntor;864;0;0;864;0;0;1;0;2;1;Média;4;Típica;0;;;;;0;0;;;Sim;0;96;0;0;0;0;;;;0;7;2009;Venda Direta;Normal;99900
1259;80;Residencial (Baixa Dens.);59;9587;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Gilbert;Normal;Normal;Casa Individual;SLvl;7;5;2005;2005;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;182;Boa;Média;Concreto;Boa;Média;Boa;Alto Acabamento;655;Sem Acabamento;0;201;856;Gás Forçado;Excelente;Sim;Disjuntor;1166;0;0;1166;1;0;2;0;2;1;Boa;5;Típica;0;;Anexada;2005;Acabado;2;400;Média;Média;Sim;212;0;0;0;0;0;;;;0;7;2008;Venda Direta;Normal;190000
1260;20;Residencial (Baixa Dens.);65;9750;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Dupla;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;8;1969;1969;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Bom Acabamento;602;Baixo Acabamento;438;14;1054;Gás Forçado;Boa;Sim;Disjuntor;1054;0;0;1054;1;0;1;1;3;1;Média;6;Típica;0;;Anexada;1969;Sem Acabamento;2;460;Média;Média;Sim;180;0;0;0;80;0;;;;0;7;2008;Venda Direta;Normal;151000
1261;60;Residencial (Baixa Dens.);;24682;Pavimentada;Sem Acesso;Muito Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;Gilbert;Ferrovia (Próximo);Normal;Casa Individual;Sobrado;6;5;1999;1999;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;841;841;Gás Forçado;Excelente;Sim;Disjuntor;892;783;0;1675;0;0;2;1;3;1;Média;7;Típica;1;Média;Embutida;1999;Acabado;2;502;Média;Média;Sim;0;103;0;0;0;0;;;;0;6;2009;Venda Direta;Normal;181000
1262;20;Residencial (Baixa Dens.);80;9600;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;6;1956;1956;Quatro Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;504;Sem Acabamento;0;546;1050;Gás Forçado;Boa;Sim;Disjuntor;1050;0;0;1050;0;0;1;0;2;1;Média;5;Típica;0;;Anexada;1956;Sem Acabamento;1;338;Média;Média;Sim;0;0;0;0;0;0;;;;0;6;2009;Venda Direta;Normal;128900
1263;50;Residencial (Baixa Dens.);;11250;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;ClearCr;Normal;Normal;Casa Individual;Mezanino Finalizado;4;5;1957;1989;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Média;Sem Acabamento;0;Sem Acabamento;0;1104;1104;Gás Forçado;Excelente;Sim;Fusível Alto;1104;684;0;1788;1;0;1;0;5;1;Média;8;Mínima Modificação;2;Média;Anexada;1957;Sem Acabamento;1;304;Média;Média;Sim;120;0;0;0;0;0;;;;0;11;2009;Venda Direta;Normal;161500
1264;70;Residencial (Baixa Dens.);60;13515;Pavimentada;Pavimentada;Regular;Plano;Todas Disponíveis;Interno;Suave;BrkSide;Normal;Normal;Casa Individual;Sobrado;6;6;1919;1950;Mansard;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;764;764;Gás Forçado;Excelente;Sim;Fusível Alto;1060;764;0;1824;0;0;1;0;3;1;Média;8;Típica;1;Boa;Separada;1940;Sem Acabamento;2;520;Média;Média;Não;0;0;126;0;0;0;;Boa Privativa;;0;7;2007;Venda Direta;Normal;180500
1265;120;Residencial (Alta Dens.);34;4060;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Geminada (Extremidade);Térrea;6;5;1998;1999;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;266;Sem Acabamento;0;1139;1405;Gás Forçado;Excelente;Sim;Disjuntor;1337;0;0;1337;1;0;2;0;2;1;Boa;5;Típica;0;;Anexada;1998;Acabado;2;511;Média;Média;Sim;144;68;0;0;0;0;;;;0;8;2008;Venda Judicial;Anormal;181000
1266;160;Vila Planejada;35;3735;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Tripla;Suave;Somerst;Normal;Normal;Geminada (Extremidade);Sobrado;7;5;1999;1999;Quatro Águas;Asfalto;MetalSd;MetalSd;Tijolo;218;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;450;Sem Acabamento;0;241;691;Gás Forçado;Excelente;Sim;Disjuntor;713;739;0;1452;1;0;2;1;3;1;Boa;6;Típica;0;;Separada;1999;Sem Acabamento;2;506;Média;Média;Sim;0;34;0;0;0;0;;;;0;3;2006;Venda Direta;Normal;183900
1267;190;Residencial (Média Dens.);60;10120;Pavimentada;Sem Acesso;Leve Irregular;Levemente Inclinado;Todas Disponíveis;Interno;Suave;OldTown;Próximo a Via Alimentadora;Normal;Casa para Duas Famílias;2.5Unf;7;4;1910;1950;Quatro Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Razoável;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;925;925;Gás Forçado;Média;Não;Fusível Médio;964;925;0;1889;0;0;1;1;4;2;Média;9;Típica;1;Boa;Separada;1960;Sem Acabamento;1;308;Média;Média;Não;0;0;264;0;0;0;;Média Privativa;;0;1;2007;Venda Direta;Normal;122000
1268;20;Residencial (Baixa Dens.);89;13214;Pavimentada;Sem Acesso;Leve Irregular;Alto;Todas Disponíveis;Interno;Suave;Timber;Normal;Normal;Casa Individual;Térrea;9;5;2008;2009;Quatro Águas;Asfalto;Stucco;CmentBd;Nenhum;0;Excelente;Média;Concreto;Excelente;Média;Boa;Sem Acabamento;0;Sem Acabamento;0;2002;2002;Gás Forçado;Excelente;Sim;Disjuntor;2018;0;0;2018;0;0;2;0;3;1;Excelente;10;Típica;1;Boa;Anexada;2009;Acabado;3;746;Média;Média;Sim;144;76;0;0;0;0;;;;0;5;2010;Venda Direta;Normal;378500
1269;50;Residencial (Baixa Dens.);;14100;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Moderada;Crawfor;Normal;Normal;Casa Individual;Mezanino Finalizado;8;9;1935;1997;Duas Águas;Asfalto;Stucco;Stucco;Tijolo;632;Média;Boa;Blocos de Concreto;Média;Média;Mínima;Sala de Recreação;192;Sem Acabamento;0;536;728;Gás Forçado;Excelente;Sim;Disjuntor;1968;1479;0;3447;0;0;3;1;4;1;Boa;11;Típica;2;Boa;Embutida;1982;Sem Acabamento;3;1014;Média;Média;Sim;314;12;0;0;0;0;;Madeira Boa;;0;5;2008;Venda Direta;Normal;381000
1270;50;Residencial (Baixa Dens.);78;11344;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Próximo a Via Alimentadora;Normal;Casa Individual;Mezanino Finalizado;5;5;1958;1958;Duas Águas;Asfalto;MetalSd;MetalSd;Tijolo;180;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;460;Sem Acabamento;0;414;874;Gás Radiante;Média;Sim;Fusível Alto;874;650;0;1524;0;0;1;1;3;1;Média;7;Típica;0;;Anexada;1958;Sem Acabamento;1;315;Média;Média;Sim;0;0;0;0;0;0;;Madeira Boa;;0;7;2007;Venda Direta;Normal;144000
